Actual_quantity,Country,Created_date,Invoice_date,Master_data,Old_SKU_name,Requested_date,SKU_number,Shipped_date,Supplier
1,Belgium,28/05/2019,28/05/2019,,Maintenance Pack: BASIC+,28/05/2019,SAV Basic+,28/05/2019,
1,Belgium,17/01/2019,17/01/2019,,"Comfy saddle BROWN, Blinder Mini Niner",17/01/2019,COMFORT+ pack (2018) BROWN,17/01/2019,Ahooga Sprl
1,Belgium,03/07/2019,03/07/2019,,BEBAT Main battery,03/07/2019,BEBAT1,03/07/2019,
,,,,['recsxKzTL5a2Os8vQ'],,,Freewheel Remover,,
1,Belgium,16/02/2019,16/02/2019,,Schwalbe Marathon Plus,16/02/2019,A1-2011,16/02/2019,UBW
,,,,['recuAVuOhq795xd75'],,,CUSTOM COLOR - Jaw Drop Charcoal,,
,,,,['rec5VGAew9XlRORXt'],,,Otto Poncho Yelllow S,,
1,,31/01/2019,31/01/2019,,Brake Pads pair - JAGWIRE,31/01/2019,AHO-SPARE-PADS JAGWIRE,31/01/2019,
1,Belgium,16/07/2019,16/07/2019,,MIK Carrier Plate,16/07/2019,AH-MOD-ACC-0.738.090/0,16/07/2019,HARTJE
1,Belgium,01/08/2019,01/08/2019,,BEBAT Lights,01/08/2019,BEBAT2,01/08/2019,
1,Belgium,03/06/2019,03/06/2019,,"Comfy saddle BLACK, Blinder Mini Niner",03/06/2019,COMFORT+ pack (2018) BLACK,03/06/2019,Ahooga Sprl
1,Belgium,29/03/2019,29/03/2019,,VINCITA SHOPPER,29/03/2019,IAG-B016AH-BL,29/03/2019,
,,,,['recGOeeNDEySGEjvK'],,,"Marketing Kit (Brochures, Roll up, Sweathsirt)",,
1,Portugal,28/01/2019,28/01/2019,,Warranty extension HYBRID and POWER (+2 years on components),28/01/2019,AH-HYB-WAR2,28/01/2019,
1,Belgium,20/07/2019,20/07/2019,,Custom color,20/07/2019,AH-POW-COL,20/07/2019,
,,,,['recOAF0MjBS95wtqc'],,,Ahooga Folding Bike - Hybrid/Comfort+ -OMG Silver,,
1,Belgium,03/06/2019,03/06/2019,,Ahooga 1 Hinge Mechanism,03/06/2019,A1-1013,03/06/2019,UBW ZRT
,,,,['recUAYTBwpZB4IKsF'],,,Seatpost with suspension,,
1,Belgium,02/08/2019,02/08/2019,,BEBAT Main battery,02/08/2019,BEBAT1,02/08/2019,
5,Belgium,25/04/2019,25/04/2019,,Ahooga 1 Elec Display,25/04/2019,A1-4002,25/04/2019,UBW ZRT
1,Belgium,01/03/2019,01/03/2019,,Small Goods Shipping,01/03/2019,SHIPPING SMALL PARCEL,01/03/2019,DPD
1,Germany,19/05/2019,19/05/2019,,BIKE SHIPPING DE,19/05/2019,SHIPPING DE,19/05/2019,DPD
2,Belgium,28/03/2019,28/03/2019,,BEBAT Main battery,28/03/2019,BEBAT1,28/03/2019,
1,Belgium,28/03/2019,28/03/2019,,BIKE SHIPPING BE,28/03/2019,SHIPPING BE,28/03/2019,DPD
1,Belgium,04/06/2019,04/06/2019,,Modular CITY HANDELBAR,04/06/2019,AH-MOD-ACC-CITY HANDELBAR,04/06/2019,Humpert
1,Belgium,20/07/2019,20/07/2019,,BEBAT Main battery,20/07/2019,BEBAT1,20/07/2019,
1,Belgium,17/07/2019,17/07/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),17/07/2019,AH-FOL-POW,17/07/2019,
,,,,['recBbUYuvy199KhoG'],,,HYBRID CUSTOM COLOR BLACK MATT (6-10 weeks),,
,,,,['recL2JHrHCQ6uxEak'],,,24V/7Ah Battery,,
1,Belgium,06/07/2019,06/07/2019,,Helmet Torch - T2 Midnight Edition,06/07/2019,TORCH MIDNIGHT,06/07/2019,ROOL IN
1,Belgium,28/06/2019,28/06/2019,,Abus Lock Iven 8210/110,28/06/2019,303647,28/06/2019,AGU
1,Belgium,25/04/2019,25/04/2019,,BIKE SHIPPING BE,25/04/2019,SHIPPING BE,25/04/2019,DPD
1,Belgium,01/02/2019,01/02/2019,,Ahooga 1 Promax Caliper Rear (with pads),01/02/2019,A1-3004,01/02/2019,UBW
1,Germany,27/05/2019,27/05/2019,,BIKE SHIPPING DE,27/05/2019,SHIPPING DE,27/05/2019,DPD
1,Belgium,17/07/2019,17/07/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),17/07/2019,AH-FOL-POW,17/07/2019,
1,Belgium,04/01/2019,04/01/2019,,"eBike caliper marathon+ 4,4Ah battery  PEARL BLUE MAT, dark grey decal, black grip and saddle",04/01/2019,eB-C-M+ 4.4 PEARL BLUE,04/01/2019,Ahooga Sprl
1,France,28/03/2019,28/03/2019,,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal,28/03/2019,AH-FOL-PUSH STYLE,28/03/2019,
1,Belgium,04/06/2019,04/06/2019,,BEBAT Main battery,04/06/2019,BEBAT1,04/06/2019,
1,France,18/06/2019,18/06/2019,,Hybrid Battery 24V/4.4Ah,18/06/2019,AH-FOL-HYB-BAT-24V-4.4AH,18/06/2019,Greenway
1,Belgium,16/07/2019,16/07/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),16/07/2019,AH-FOL-DISC BRAKE,16/07/2019,
,,,,['reck5FCRdM8NGCVq6'],,,Ahooga Folding Bike - Hybrid/Comfort+ - Wow Copper,,
1,Belgium,05/06/2019,05/06/2019,,Maintenance Pack : BASIC,05/06/2019,SAV Basic,05/06/2019,
1,Belgium,08/02/2019,08/02/2019,,"DISC Push Bike marathon+ CUSTOM RAL, decal TBC, grip and saddle TBC",08/02/2019,Disc Push B-M+ CUSTOM,08/02/2019,Ahooga Sprl
8,Germany,04/07/2019,04/07/2019,,Klickfix Stem/Caddy,04/07/2019,414096,04/07/2019,AGU
1,Belgium,05/06/2019,05/06/2019,,Ahooga Modular Bike - 36V - 3S (10 weeks),05/06/2019,AH-MOD-36V-3S,05/06/2019,
1,Luxembourg,20/06/2019,20/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),20/06/2019,AH-FOL-POW,20/06/2019,
1,Belgium,30/06/2019,30/06/2019,,BIKE SHIPPING BE,30/06/2019,SHIPPING BE,30/06/2019,DPD
7,Belgium,04/05/2019,04/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",04/05/2019,AH-MOD-ACC-RACK-PACK-50kg,04/05/2019,
,,,,['recn9lwsWePxlYlDg'],,,Rear Carrier for Ahooga Folding B i k e,,
1,Belgium,29/07/2019,29/07/2019,,Extra long seatpost,29/07/2019,AH-FOL-XL SEATPOST,29/07/2019,
,,,,['recgsbRiXVF8KFVGK'],,,"eBike caliper marathon+ 4,4Ah batteryMONK EDITION, decal Custom dark, grip and saddle Black",,
,,,,['recNnQikva69fAf2E'],,,"eBike caliper marathon+ 4,4Ah batteryPEARL COPPER GLOSSY, decal DARK GREY, grip and saddle BLACK",,
1,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
1,Belgium,16/05/2019,16/05/2019,,"DISC eBike marathon+ 4,4Ah battery ANTHRACITE MAT, white decal, brown grip and saddle (for Belgium ONLY: BEBAT included)",16/05/2019,Disc eB-M+ 4.4 ANTHRACITE,16/05/2019,Ahooga Sprl
1,Belgium,20/06/2019,20/06/2019,,Ahooga 1 Inner Tire,20/06/2019,A1-2012,20/06/2019,AGU
1,Belgium,30/03/2019,30/03/2019,,Twist & Lock,30/03/2019,AH-FOL-TWISTANDLOCK,30/03/2019,UBW ZRT
1,Belgium,14/05/2019,14/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),14/05/2019,AH-FOL-POW,14/05/2019,
1,Belgium,15/02/2019,15/02/2019,,Ahooga 1 Derailleur Hanger,15/02/2019,A1-1007,15/02/2019,UBW ZRT
1,Belgium,23/03/2019,23/03/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),23/03/2019,AH-FOL-DISC BRAKE,23/03/2019,
,,,,['recoFyDRixgqpEp9O'],,,"DISC eBike marathon+ 4,4Ah battery VINTAGE BLUE GLOSSY, white decal, black grips and saddle(for Belgium ONLY: BEBAT included)",,
1,Belgium,08/05/2019,08/05/2019,,Helmet Torch  T2 Blue,08/05/2019,TORCH BLUE,08/05/2019,ROOL IN
1,Belgium,20/05/2019,20/05/2019,,Klickfix Stem/Caddy,20/05/2019,414096,20/05/2019,AGU
,,,,['recUdNs96bxH5zzTr'],,,Modular Heads UP,,
1,Belgium,28/02/2019,28/02/2019,,Vario Rack,28/02/2019,414071,28/02/2019,AGU
1,Belgium,31/05/2019,31/05/2019,,Transport Cover,31/05/2019,TRANSPORT COVER,31/05/2019,RADICAL DESIGN
1,Belgium,13/02/2019,13/02/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,13/02/2019,AH-FOL-HYB COMFORT,13/02/2019,
1,Hong Kong,01/08/2019,01/08/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),01/08/2019,AH-FOL-POW,01/08/2019,
1,Belgium,29/04/2019,29/04/2019,,BEBAT Main battery,29/04/2019,BEBAT1,29/04/2019,
,,,,['recmzhuKRH0HGiyDS'],,,Ahooga Folding Bike - Power+ - (Stock - Graphite Frame and Chrome Fork),,
1,Belgium,02/02/2019,02/02/2019,,Knog Plus Twinpack,02/02/2019,KN420,02/02/2019,NOWCOMPANY
1,Belgium,05/03/2019,05/03/2019,,Ahooga 1 Rear Frame,05/03/2019,A1-1002,05/03/2019,UBW
1,Belgium,28/01/2019,28/01/2019,,BEBAT Main battery,28/01/2019,BEBAT1,28/01/2019,
,,,,['receoMN21ZR3B8mcv'],,,"eBike caliper marathon+ 4,4Ah batteryVINTAGE GREEN GLOSSY, white decal, brown grip NO SADDLE(for Belgium ONLY: BEBAT included)",,
1,Belgium,29/03/2019,29/03/2019,,HYBRID CUSTOM COLOR -  OMG Silver (6-10 weeks),29/03/2019,AH-FOL-COLOR CUSTOM  CHROME,29/03/2019,
,,,,['rec5H3Ei3nvEd5XVR'],,,PUSH CUSTOM COLOR -OMG Silver,,
1,Belgium,10/04/2019,10/04/2019,,Ahooga 1 Folding Stem Spring,10/04/2019,A1-6002,10/04/2019,UBW
1,Belgium,03/06/2019,03/06/2019,,BIKE SHIPPING BE,03/06/2019,SHIPPING BE,03/06/2019,DPD
,,,,['recgLGCDNms4Goy37'],,,Ahooga Modular Bike - 36V - 1S (delivery Q2 2019),,
1,Belgium,21/03/2019,21/03/2019,,Transport Bag,21/03/2019,TRANSPORT BAG,21/03/2019,RADICAL DESIGN
,,,,['receKeYoBbcTMAzLY'],,,upgrade to Blinder MOB Four Eyes Twinpack (80 lumens),,
2,Belgium,26/02/2019,26/02/2019,,LOCATION 1 DAY,26/02/2019,LOC1DAY,26/02/2019,Ahooga Sprl
1,Belgium,18/05/2019,18/05/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),18/05/2019,AH-MOD-36V-8S,18/05/2019,
,,,,['recQhAxsKyjW1gJ8p'],,,"eBike caliper marathon+ 4,4Ah batteryCUSTOM RAL 13-135, decal TBC, grip and saddle TBC",,
1,Belgium,17/07/2019,17/07/2019,,BIKE SHIPPING BE,17/07/2019,SHIPPING BE,17/07/2019,DPD
1,Belgium,30/01/2019,30/01/2019,,BIKE SHIPPING BE,30/01/2019,SHIPPING BE,30/01/2019,DPD
1,Belgium,30/03/2019,30/03/2019,,"eBike caliper marathon+ 4,4Ah battery  BLACK GLOSSY, white decal, black grip and saddle  (for Belgium ONLY: BEBAT included)",30/03/2019,eB-C-M+ 4.4 BLACK,30/03/2019,Ahooga Sprl
,,,,['recqeSZsnboSVKR14'],,,Ahooga Folding Bike - Power+ - Black Glossy (6-10 weeks),,
,,,,['recdVTFeXQJ1bTDE8'],,,"eBike caliper marathon+ 4,4Ah batteryCUSTOM RAL 6020 MAT, decal new white",,
4,Belgium,12/06/2019,12/06/2019,,Ahooga 1 Elec Display,12/06/2019,A1-4002,12/06/2019,UBW ZRT
1,Luxembourg,09/04/2019,09/04/2019,,Klickfix Stem/Caddy,09/04/2019,414096,09/04/2019,AGU
1,Belgium,29/05/2019,29/05/2019,,Abus Lock Iven 8210/110,29/05/2019,303647,29/05/2019,AGU
,,,,['recD1TRzx2xX4hpdz'],,,Ahooga Folding Bike - Push/Comfort+ - White,,
1,France,15/01/2019,15/01/2019,,Ahooga Modular Bike - 30V - 1S (6-10 weeks),15/01/2019,AH-MOD-30V-1S,15/01/2019,
1,Belgium,09/04/2019,09/04/2019,,Transport Cover,09/04/2019,TRANSPORT COVER,09/04/2019,RADICAL DESIGN
1,Belgium,24/05/2019,24/05/2019,,SMALL Wheel,24/05/2019,Spare Small back wheel,24/05/2019,
1,Belgium,13/03/2019,13/03/2019,,Maintenance Pack : BASIC,13/03/2019,SAV Basic,13/03/2019,
1,Belgium,12/07/2019,12/07/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),12/07/2019,AH-FOL-DISC BRAKE,12/07/2019,
-1,Belgium,02/02/2019,02/02/2019,,BLACK COMFY Saddle,02/02/2019,A1-7007,02/02/2019,UBW
,,,,['rechUGtVJdEHsawKG'],,,The PEople Poncho YELLOW,,
1,Germany,20/02/2019,20/02/2019,,Hybrid Battery 24V/7Ah UPGRADE,20/02/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,20/02/2019,UBW ZRT
3,Belgium,28/03/2019,28/03/2019,,VINCITA SHOPPER,28/03/2019,IAG-B016AH-BL,28/03/2019,
,,,,['rectLpKlgshPhupzi'],,,Ahooga Modular Bike - Push - 8S (6-10 weeks),,
1,Germany,30/06/2019,30/06/2019,,BIKE SHIPPING DE,30/06/2019,SHIPPING DE,30/06/2019,DPD
1,Germany,04/06/2019,04/06/2019,,SmartHalo,04/06/2019,SmartHalo,04/06/2019,
2,Belgium,16/07/2019,16/07/2019,,Disc pads pair,16/07/2019,Disc pads pair,16/07/2019,UBW
1,Belgium,04/06/2019,04/06/2019,,Small Goods Shipping,04/06/2019,SHIPPING SMALL PARCEL,04/06/2019,DPD
,,,,['recaxKXFQf3LaS2nv'],,,Custom color : RAL 4004 matt,,
2,Germany,04/07/2019,04/07/2019,,Shopper Plus BLACK,04/07/2019,0300bs,04/07/2019,AGU
1,Belgium,27/04/2019,27/04/2019,,BEBAT Main battery,27/04/2019,BEBAT1,27/04/2019,
1,Belgium,19/01/2019,19/01/2019,,"DISC eBike marathon+ 4,4Ah battery ANTHRACITE MAT, white decal, brown grip and saddle (for Belgium ONLY: BEBAT included)",19/01/2019,Disc eB-M+ 4.4 ANTHRACITE,19/01/2019,Ahooga Sprl
1,Belgium,23/03/2019,23/03/2019,,Brake Pads pair - JAGWIRE,23/03/2019,AHO-SPARE-PADS JAGWIRE,23/03/2019,
1,Belgium,17/07/2019,17/07/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),17/07/2019,AH-MOD-36V-8S,17/07/2019,
1,Belgium,22/02/2019,22/02/2019,,Shopper Bag Pro Grey,22/02/2019,413369,22/02/2019,AGU
,,,,['recV9cWzszpNtw8DC'],,,SHIPPING BIKE LU,,
1,Belgium,02/08/2019,02/08/2019,,BIKE SHIPPING BE,02/08/2019,SHIPPING BE,02/08/2019,DPD
1,Belgium,27/06/2019,27/06/2019,,MIK Carrier Plate,27/06/2019,AH-MOD-ACC-0.738.090/0,27/06/2019,HARTJE
,,,,['recS6ZFsRvSgISsgg'],,,Hybrid Battery 24V/4.4Ah --&gt; SAV,,
1,France,10/05/2019,10/05/2019,,BIKE SHIPPING FR,10/05/2019,SHIPPING FR,10/05/2019,DPD
1,Belgium,04/07/2019,04/07/2019,,Twist & Lock,04/07/2019,AH-FOL-TWISTANDLOCK,04/07/2019,UBW ZRT
1,Germany,01/08/2019,01/08/2019,,Rear Carrier for Ahooga Folding B i k e,01/08/2019,AH-POW-ACC-CARRIER,01/08/2019,
1,Belgium,17/01/2019,17/01/2019,,"Comfy saddle BLACK, Blinder Mini Niner",17/01/2019,COMFORT+ pack (2018) BLACK,17/01/2019,Ahooga Sprl
1,Ireland,06/03/2019,06/03/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,06/03/2019,AH-FOL-HYB STYLE,06/03/2019,
1,Belgium,12/02/2019,12/02/2019,,Schwalbe Marathon Plus,12/02/2019,A1-2011,12/02/2019,UBW
1,Belgium,28/03/2019,28/03/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,28/03/2019,AH-FOL-HYB ESS,28/03/2019,
,,,,['recY1nNUxwslxv0pH'],,,Ahooga Folding Bike - Power+ - CUSTOM - Jaw Drop Charcoal (delivery Q2 2019),,
1,Belgium,01/08/2019,01/08/2019,,HYBRID CUSTOM COLOR  - Wow Copper (6-10 weeks),01/08/2019,AH-FOL-COLOR CUSTOM  RAL 8029 MAT,01/08/2019,
1,Belgium,12/06/2019,12/06/2019,,Small Goods Shipping,12/06/2019,SHIPPING SMALL PARCEL,12/06/2019,DPD
,,,,['recz9BSgyTaYhI4yq'],,,BROWN COMFY Saddle,,
1,Belgium,20/03/2019,20/03/2019,,Rear Carrier for Ahooga Folding B i k e,20/03/2019,AH-POW-ACC-CARRIER,20/03/2019,
1,Belgium,03/06/2019,03/06/2019,,BEBAT Main battery,03/06/2019,BEBAT1,03/06/2019,
1,Belgium,22/02/2019,22/02/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),22/02/2019,AH-FOL-POW,22/02/2019,
1,Belgium,23/05/2019,23/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",23/05/2019,AH-MOD-ACC-RACK-PACK-50kg,23/05/2019,
2,Belgium,03/06/2019,03/06/2019,,BIKE SHIPPING BE,03/06/2019,SHIPPING BE,03/06/2019,DPD
1,Belgium,03/06/2019,03/06/2019,,Ahooga 1 Derailleur Hanger,03/06/2019,A1-1007,03/06/2019,UBW ZRT
,,,,['recrsILBLkcW4f5d4'],,,BIKE SHIPPING BE (ONLINE),,
1,Belgium,16/03/2019,16/03/2019,,AGU GLOVES ESSENTIAL WINDPROOF HIVIS  - Taille S,16/03/2019,46540803,16/03/2019,AGU
,,,,['recv9EnFEAIVTHE9f'],,,CUSTOM COLORRAL 5014 glossy,,
1,Belgium,24/05/2019,24/05/2019,,Selle Royale Scientia M2,24/05/2019,Scientia M2,24/05/2019,SELLE ROYAL
,,,,['recZL22EMlmTylJh8'],,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise - out of production line in wk 35,,
1,Belgium,13/05/2019,13/05/2019,,Modular - rear carrier + stand,13/05/2019,AH-MOD-ACC-HALF-RACK,13/05/2019,
1,Belgium,05/02/2019,05/02/2019,,Pump Joeblow Max HP BLACK,05/02/2019,TO6079.BLK,05/02/2019,NOWCOMPANY
1,France,09/04/2019,09/04/2019,,Hybrid Battery 24V/7Ah UPGRADE,09/04/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,09/04/2019,UBW ZRT
1,Belgium,17/01/2019,17/01/2019,,Klickfix Stem/Caddy,17/01/2019,414096,17/01/2019,AGU
1,Belgium,29/05/2019,29/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),29/05/2019,AH-FOL-POW,29/05/2019,
1,Belgium,30/07/2019,30/07/2019,,Hybrid Battery 24V/4.4Ah OCCASION,30/07/2019,AH-FOL-HYB-BAT-24V-4.4AH OCCASION,30/07/2019,Greenway
,,,,['recQvNetoYJnew5ze'],,,Ahooga 1 Front Frame,,
1,Belgium,30/06/2019,30/06/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,30/06/2019,AH-FOL-HYB STYLE,30/06/2019,
1,Belgium,01/03/2019,01/03/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,01/03/2019,AH-FOL-HYB STYLE,01/03/2019,
1,Belgium,28/05/2019,28/05/2019,,Phonebag M Klickfix,28/05/2019,414109,28/05/2019,AGU
1,Belgium,25/05/2019,25/05/2019,,Abus Lock Iven 8210/110,25/05/2019,303647,25/05/2019,AGU
1,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
,,,,['recGEZFBynIz9Sv9f'],,,Ahooga Folding Bike - Push/Comfort+ - OMG Silver GLOSSY,,
1,France,12/02/2019,12/02/2019,,HYBRID CUSTOM COLOR - White Sunrise (6-10 weeks),12/02/2019,AH-FOL-COLOR CUSTOM  RAL 9002 MAT,12/02/2019,
1,Belgium,25/03/2019,25/03/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),25/03/2019,AH-FOL-POW,25/03/2019,
,,,,['recFukCbItnr1YIOQ'],,,Ahooga 1 Folding Stem,,
1,Germany,30/04/2019,30/04/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,30/04/2019,AH-FOL-HYB COMFORT,30/04/2019,
1,Belgium,11/07/2019,11/07/2019,,Ahooga 1 Rear Wheel Mechanical,11/07/2019,A1-2019,11/07/2019,UBW ZRT
1,Belgium,13/06/2019,13/06/2019,,Pump Race Rocket HP GOLD,13/06/2019,TO6029.GLD,13/06/2019,NOWCOMPANY
1,Belgium,27/06/2019,27/06/2019,,BEBAT Main battery,27/06/2019,BEBAT1,27/06/2019,
1,France,04/06/2019,04/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),04/06/2019,AH-MOD-36V-8S,04/06/2019,
,,,,['rec9m26YZeJdzpSAQ'],,,CUSTOM logo on Custom color (DARK DECAL),,
1,Belgium,02/08/2019,02/08/2019,,BEBAT Main battery,02/08/2019,BEBAT1,02/08/2019,
,,,,['recE7qJBpVCKT245g'],,,LOCK U-LOCK AXA NEWTON PRO 190 BLACK ART3,,
1,Belgium,18/05/2019,18/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",18/05/2019,AH-MOD-ACC-RACK-PACK-50kg,18/05/2019,
1,Belgium,23/05/2019,23/05/2019,,Maintenance Pack : BASIC,23/05/2019,SAV Basic,23/05/2019,
1,France,10/01/2019,10/01/2019,,BIKE SHIPPING FR,10/01/2019,SHIPPING FR,10/01/2019,DPD
1,Belgium,29/06/2019,29/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),29/06/2019,AH-FOL-POW,29/06/2019,
1,Belgium,24/07/2019,24/07/2019,,PUSH CUSTOM COLOR -  OMG Silver (6-10 weeks),24/07/2019,AH-FOL-PUSH COLOR CUSTOM  CHROME,24/07/2019,
1,Belgium,26/02/2019,26/02/2019,,Maintenance Pack: BASIC+,26/02/2019,SERV RECOMMENDE,26/02/2019,Ahooga Sprl
1,Belgium,19/06/2019,19/06/2019,,Hybrid Battery 24V/7Ah UPGRADE,19/06/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,19/06/2019,UBW ZRT
1,Belgium,25/06/2019,25/06/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,25/06/2019,AH-FOL-PUSH COMFORT,25/06/2019,
,,,,['rec8mlJ5URZs7Eyef'],,,"DISC eBike marathon+ 4,4Ah battery VINTAGE BLUE GLOSSY, white decal, brown grip and saddle(for Belgium ONLY: BEBAT included)",,
,,,,['recQkchyuUXkqv8Dn'],,,Pure Degreaser 250 ml,,
1,Belgium,16/05/2019,16/05/2019,,Small Goods Shipping,16/05/2019,SHIPPING SMALL PARCEL,16/05/2019,DPD
2,Belgium,24/07/2019,24/07/2019,,BEBAT Lights,24/07/2019,BEBAT2,24/07/2019,
,,,,['reckuNlFuz0PvqKKL'],,,Ahooga Folding Bike - Power+ - OMG Silver (10-12 weeks),,
14,Belgium,01/04/2019,01/04/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,01/04/2019,AH-FOL-PUSH COMFORT,01/04/2019,
1,Germany,18/07/2019,18/07/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,18/07/2019,AH-FOL-PUSH ESS,18/07/2019,
,,,,['reciTUPVKohfadDsV'],,,Ahooga Folding Bike - Push/DISC/Comfort+ (2019) - Wall Mc Blue,,
1,Belgium,20/02/2019,20/02/2019,,BEBAT Main battery,20/02/2019,BEBAT1,20/02/2019,
1,Belgium,02/03/2019,02/03/2019,,Owlcraft Security Jacket,02/03/2019,OWLCRAFT JACKET,02/03/2019,OWLCRAFT
1,Belgium,16/01/2019,16/01/2019,,Abus Lock Iven 8210/110,16/01/2019,303647,16/01/2019,AGU
1,Belgium,25/06/2019,25/06/2019,,Vario Rack,25/06/2019,414071,25/06/2019,AGU
1,Belgium,26/03/2019,26/03/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),26/03/2019,AH-FOL-DISC BRAKE,26/03/2019,
,,,,['recrst3dVEljdHEjw'],,,AH1 Bumper Twist and Lock,,
,,,,['recYTpZkcld6F9pAt'],,,CUSTOM COLOR - OMG Silver,,
1,Belgium,02/07/2019,02/07/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),02/07/2019,AH-FOL-DISC BRAKE,02/07/2019,
1,Belgium,28/03/2019,28/03/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,28/03/2019,AH-FOL-HYB ESS,28/03/2019,
1,Belgium,01/08/2019,01/08/2019,,Double B i k e Stand for Modular B i k e,01/08/2019,AH-MOD-ACC-DOUBLE-STAND,01/08/2019,
,,,,['rectDH6Gl7UEu6w51'],,,CUSTOM COLOR- Brushed Aluminium (mat),,
,,,,['recmpkZcasoCNYyfc'],,,"Vélo électrique BLANC MAT avec frein sur jante, pneu marathon+ , batterie 4.4Ah (Pour la Belgique: BEBAT inclus)",,
1,France,06/05/2019,06/05/2019,,Small Goods Shipping,06/05/2019,SHIPPING SMALL PARCEL,06/05/2019,DPD
3,Belgium,16/01/2019,16/01/2019,,BIKE SHIPPING BE,16/01/2019,SHIPPING BE,16/01/2019,DPD
1,Belgium,15/02/2019,15/02/2019,,chain KETTE KMC X8 EPT ANTIROST 116GL.MIT VERSCHLUSSGLIE,15/02/2019,0.334.063/5,15/02/2019,HARTJE
1,Belgium,03/04/2019,03/04/2019,,Folding Alu pedals,03/04/2019,MKS FD-7,03/04/2019,FACT BIKEPARTS
1,Belgium,25/07/2019,25/07/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),25/07/2019,AH-MOD-36V-8S,25/07/2019,
,,,,['recmFSaqKFP2x0pym'],,,HYBRID VINTAGE BLUE COLOR,,
1,Belgium,15/02/2019,15/02/2019,,Twist & Lock,15/02/2019,AH-FOL-TWISTANDLOCK,15/02/2019,UBW ZRT
1,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
,,,,['recl6HkZDD6OoSphU'],,,"Leather Anatomical BROWN saddle, Wolfy Pedals, Ring-a-Bell, Blinder Mini Niner",,
1,Belgium,12/01/2019,12/01/2019,,Finish Line Cleaner and Lubricant,12/01/2019,FI254,12/01/2019,HARTJE
,,,,['recL3yo2oMvW4Nz3V'],,,Reconditionning 24V 5.8Ah (transport included),,
1,Belgium,09/07/2019,09/07/2019,,VINCITA SHOPPER,09/07/2019,IAG-B016AH-BL,09/07/2019,
,,,,['recVnOmMDLe9p9MSc'],,,Ahooga 1 Seatpost Clamp,,
1,Belgium,23/04/2019,23/04/2019,,Rear Carrier for Ahooga Folding B i k e,23/04/2019,AH-POW-ACC-CARRIER,23/04/2019,
1,Belgium,02/07/2019,02/07/2019,,"""String"" 10 x 1000 mm (Black) - MODULAR carrier",02/07/2019,0.338.768/5,02/07/2019,HARTJE
